№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
1;;Гасан-Кули;;;;;;;;;;Туркмения;;;;;;;;;;37,1;;54;;;1;;Гасан-Кули;;;;;;;;;;Туркмения;;;;;;;;;;37,1;;54;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
S;0;0;0,022222222;0,097222222;0,261111111;0,519444444;0,9;1,386111111;1,936111111;2,444444444;2,869444444;3,086111111;3,108333333;2,905555556;2,538888889;2,038888889;1,491666667;0,972222222;0,558333333;0,272222222;0,108333333;0,022222222;0;0;27,53888889;;S;0;0;0;0,036111111;0,083333333;0,197222222;0,413888889;0,666666667;0,922222222;1,177777778;1,405555556;1,522222222;1,572222222;1,458333333;1,294444444;1,038888889;0,738888889;0,436111111;0,225;0,094444444;0,036111111;0;0;0;13,31944444
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
158;;Туруханск;;;;;;;;;;Красноярский край;;;;;;;;;;65,7;;87,6;;;158;;Туруханск;;;;;;;;;;Красноярский край;;;;;;;;;;65,7;;87,6;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0;0;0,011111111;0,025;0,036111111;0,036111111;0,025;0,011111111;0;0;0;0;0;0;0;0;0;0,144444444;;I;0;0;0;0;0;0;0;0;0;0;0;0,011111111;0,011111111;0;0;0;0;0;0;0;0;0;0;0;0,022222222
II;0;0;0;0;0;0;0;0;0,025;0,072222222;0,105555556;0,130555556;0,141666667;0,119444444;0,083333333;0,036111111;0;0;0;0;0;0;0;0;0,713888889;;II;0;0;0;0;0;0;0;0;0;0,025;0,033333333;0,036111111;0,047222222;0,036111111;0,025;0,011111111;0;0;0;0;0;0;0;0;0,213888889
III;0;0;0;0;0;0;0,025;0,072222222;0,152777778;0,225;0,272222222;0,308333333;0,319444444;0,283333333;0,225;0,152777778;0,083333333;0,025;0;0;0;0;0;0;2,144444444;;III;0;0;0;0;0;0;0;0,013888889;0,058333333;0,083333333;0,105555556;0,130555556;0,141666667;0,116666667;0,083333333;0,047222222;0,025;0;0;0;0;0;0;0;0,805555556
IV;0;0;0;0;0,011111111;0,058333333;0,130555556;0,225;0,319444444;0,402777778;0,461111111;0,486111111;0,497222222;0,461111111;0,402777778;0,319444444;0,225;0,141666667;0,058333333;0,011111111;0;0;0;0;4,211111111;;IV;0;0;0;0;0;0,011111111;0,036111111;0,083333333;0,141666667;0,188888889;0,225;0,225;0,236111111;0,225;0,188888889;0,141666667;0,094444444;0,058333333;0,022222222;0;0;0;0;0;1,877777778
V;0;0;0;0,025;0,072222222;0,141666667;0,225;0,308333333;0,391666667;0,461111111;0,508333333;0,544444444;0,544444444;0,519444444;0,461111111;0,391666667;0,308333333;0,225;0,141666667;0,072222222;0,025;0;0;0;5,366666667;;V;0;0;0;0;0,025;0,047222222;0,094444444;0,141666667;0,191666667;0,225;0,247222222;0,272222222;0,283333333;0,272222222;0,225;0,191666667;0,141666667;0,105555556;0,058333333;0,025;0;0;0;0;2,547222222
VI;0;0,011111111;0,025;0,047222222;0,094444444;0,152777778;0,225;0,297222222;0,355555556;0,413888889;0,461111111;0,497222222;0,497222222;0,486111111;0,461111111;0,391666667;0,319444444;0,247222222;0,177777778;0,105555556;0,058333333;0,025;0,011111111;0;5,361111111;;VI;0;0;0;0,011111111;0,036111111;0,058333333;0,105555556;0,144444444;0,169444444;0,213888889;0,236111111;0,261111111;0,272222222;0,272222222;0,247222222;0,213888889;0,166666667;0,127777778;0,083333333;0,047222222;0,022222222;0;0;0;2,688888889
VII;0;0;0,011111111;0,036111111;0,083333333;0,152777778;0,225;0,308333333;0,377777778;0,438888889;0,486111111;0,519444444;0,508333333;0,497222222;0,461111111;0,391666667;0,330555556;0,247222222;0,166666667;0,094444444;0,047222222;0,011111111;0;0;5,394444444;;VII;0;0;0;0,011111111;0,025;0,069444444;0,119444444;0,177777778;0,211111111;0,25;0,272222222;0,305555556;0,294444444;0,283333333;0,272222222;0,213888889;0,188888889;0,127777778;0,083333333;0,036111111;0,011111111;0;0;0;2,952777778
VIII;0;0;0;0,011111111;0,025;0,072222222;0,130555556;0,188888889;0,261111111;0,319444444;0,355555556;0,377777778;0,377777778;0,366666667;0,330555556;0,272222222;0,2;0,141666667;0,083333333;0,036111111;0,011111111;0;0;0;3,561111111;;VIII;0;0;0;0;0;0,025;0,047222222;0,083333333;0,119444444;0,152777778;0,177777778;0,188888889;0,188888889;0,188888889;0,163888889;0,130555556;0,094444444;0,058333333;0,036111111;0,011111111;0;0;0;0;1,666666667
IX;0;0;0;0;0;0,011111111;0,036111111;0,072222222;0,119444444;0,166666667;0,2;0,225;0,213888889;0,2;0,166666667;0,130555556;0,083333333;0,036111111;0,011111111;0;0;0;0;0;1,672222222;;IX;0;0;0;0;0;0;0,011111111;0,025;0,036111111;0,061111111;0,069444444;0,083333333;0,083333333;0,069444444;0,061111111;0,047222222;0,025;0,011111111;0;0;0;0;0;0;0,583333333
X;0;0;0;0;0;0;0;0,011111111;0,047222222;0,083333333;0,105555556;0,130555556;0,130555556;0,105555556;0,072222222;0,036111111;0,011111111;0;0;0;0;0;0;0;0,733333333;;X;0;0;0;0;0;0;0;0;0,011111111;0,011111111;0,022222222;0,036111111;0,036111111;0,022222222;0,013888889;0;0;0;0;0;0;0;0;0;0,152777778
XI;0;0;0;0;0;0;0;0;0;0;0,025;0,036111111;0,047222222;0,047222222;0,036111111;0,011111111;0;0;0;0;0;0;0;0;0,202777778;;XI;0;0;0;0;0;0;0;0;0;0;0;0,011111111;0,011111111;0,011111111;0;0;0;0;0;0;0;0;0;0;0,033333333
XII;0;0;0;0;0;0;0;0;0;0;0,002777778;0,011111111;0,011111111;0,002777778;0;0;0;0;0;0;0;0;0;0;0,027777778;;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S;0;0,011111111;0,036111111;0,119444444;0,286111111;0,588888889;0,997222222;1,483333333;2,05;2,594444444;3,008333333;3,302777778;3,325;3,113888889;2,711111111;2,133333333;1,561111111;1,063888889;0,638888889;0,319444444;0,141666667;0,036111111;0,011111111;0;29,53333333;;S;0;0;0;0,022222222;0,086111111;0,211111111;0,413888889;0,669444444;0,938888889;1,211111111;1,388888889;1,561111111;1,605555556;1,497222222;1,280555556;0,997222222;0,736111111;0,488888889;0,283333333;0,119444444;0,033333333;0;0;0;13,54444444
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
159;;Усть-Мома;;;;;;;;;;Якутия;;;;;;;;;;66,6;;143,8;;;159;;Усть-Мома;;;;;;;;;;Якутия;;;;;;;;;;66,6;;143,8;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0;0;0;0,019444444;0,027777778;0,027777778;0,022222222;0;0;0;0;0;0;0;0;0;0;0,097222222;;I;0;0;0;0;0;0;0;0;0;0;0;0,002777778;0,002777778;0;0;0;0;0;0;0;0;0;0;0;0,005555556
II;0;0;0;0;0;0;0;0;0,036111111;0,072222222;0,119444444;0,141666667;0,141666667;0,119444444;0,072222222;0,036111111;0;0;0;0;0;0;0;0;0,738888889;;II;0;0;0;0;0;0;0;0;0,011111111;0,025;0,047222222;0,058333333;0,058333333;0,047222222;0,025;0,011111111;0;0;0;0;0;0;0;0;0,283333333
III;0;0;0;0;0;0;0,025;0,083333333;0,166666667;0,247222222;0,319444444;0,355555556;0,355555556;0,319444444;0,261111111;0,177777778;0,094444444;0,025;0;0;0;0;0;0;2,430555556;;III;0;0;0;0;0;0;0;0,036111111;0,083333333;0,127777778;0,188888889;0,213888889;0,213888889;0,188888889;0,141666667;0,094444444;0,047222222;0;0;0;0;0;0;0;1,336111111
IV;0;0;0;0;0,011111111;0,058333333;0,141666667;0,247222222;0,355555556;0,438888889;0,508333333;0,544444444;0,544444444;0,508333333;0,438888889;0,355555556;0,247222222;0,141666667;0,058333333;0,011111111;0;0;0;0;4,611111111;;IV;0;0;0;0;0;0,011111111;0,058333333;0,116666667;0,188888889;0,25;0,308333333;0,330555556;0,330555556;0,308333333;0,25;0,202777778;0,127777778;0,058333333;0,011111111;0;0;0;0;0;2,552777778
V;0;0;0,011111111;0,025;0,083333333;0,152777778;0,236111111;0,344444444;0,438888889;0,508333333;0,555555556;0,602777778;0,591666667;0,544444444;0,486111111;0,402777778;0,308333333;0,225;0,141666667;0,072222222;0,025;0,011111111;0;0;5,766666667;;V;0;0;0;0;0,036111111;0,069444444;0,116666667;0,191666667;0,25;0,294444444;0,330555556;0,366666667;0,355555556;0,319444444;0,286111111;0,225;0,155555556;0,105555556;0,058333333;0,025;0;0;0;0;3,186111111
VI;0,008333333;0,013888889;0,025;0,058333333;0,119444444;0,177777778;0,247222222;0,344444444;0,425;0,497222222;0,544444444;0,580555556;0,580555556;0,544444444;0,486111111;0,413888889;0,344444444;0,247222222;0,177777778;0,105555556;0,058333333;0,025;0,013888889;0,008333333;6,047222222;;VI;0;0;0;0,022222222;0,061111111;0,083333333;0,127777778;0,202777778;0,258333333;0,308333333;0,344444444;0,366666667;0,366666667;0,344444444;0,286111111;0,236111111;0,191666667;0,127777778;0,083333333;0,047222222;0,022222222;0;0;0;3,480555556
VII;0;0,005555556;0,016666667;0,041666667;0,094444444;0,152777778;0,225;0,308333333;0,377777778;0,45;0,497222222;0,533333333;0,533333333;0,508333333;0,45;0,377777778;0,308333333;0,236111111;0,152777778;0,083333333;0,041666667;0,016666667;0,005555556;0;5,416666667;;VII;0;0;0,005555556;0,016666667;0,047222222;0,069444444;0,119444444;0,166666667;0,211111111;0,272222222;0,297222222;0,333333333;0,333333333;0,319444444;0,272222222;0,211111111;0,166666667;0,130555556;0,080555556;0,036111111;0,016666667;0,005555556;0;0;3,111111111
VIII;0;0;0;0,008333333;0,025;0,072222222;0,130555556;0,2;0,272222222;0,330555556;0,391666667;0,425;0,425;0,413888889;0,366666667;0,308333333;0,225;0,141666667;0,083333333;0,025;0,008333333;0;0;0;3,852777778;;VIII;0;0;0;0;0;0,025;0,047222222;0,094444444;0,130555556;0,163888889;0,213888889;0,236111111;0,236111111;0,236111111;0,2;0,177777778;0,119444444;0,058333333;0,036111111;0;0;0;0;0;1,975
IX;0;0;0;0;0;0,011111111;0,047222222;0,094444444;0,152777778;0,213888889;0,261111111;0,283333333;0,294444444;0,272222222;0,225;0,166666667;0,094444444;0,047222222;0,011111111;0;0;0;0;0;2,175;;IX;0;0;0;0;0;0;0,011111111;0,036111111;0,058333333;0,094444444;0,130555556;0,141666667;0,152777778;0,141666667;0,105555556;0,083333333;0,036111111;0,011111111;0;0;0;0;0;0;1,002777778
X;0;0;0;0;0;0;0;0,025;0,072222222;0,119444444;0,166666667;0,188888889;0,188888889;0,152777778;0,105555556;0,058333333;0,019444444;0;0;0;0;0;0;0;1,097222222;;X;0;0;0;0;0;0;0;0,011111111;0,025;0,047222222;0,072222222;0,094444444;0,094444444;0,069444444;0,047222222;0,022222222;0,008333333;0;0;0;0;0;0;0;0,491666667
XI;0;0;0;0;0;0;0;0;0;0,011111111;0,047222222;0,058333333;0,058333333;0,036111111;0,011111111;0;0;0;0;0;0;0;0;0;0,222222222;;XI;0;0;0;0;0;0;0;0;0;0;0,011111111;0,022222222;0,022222222;0,011111111;0;0;0;0;0;0;0;0;0;0;0,066666667
XII;0;0;0;0;0;0;0;0;0;0;0,011111111;0,011111111;0,011111111;0,011111111;0;0;0;0;0;0;0;0;0;0;0,044444444;;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S;0,008333333;0,019444444;0,052777778;0,133333333;0,333333333;0,625;1,052777778;1,647222222;2,297222222;2,888888889;3,441666667;3,752777778;3,752777778;3,452777778;2,902777778;2,297222222;1,641666667;1,063888889;0,625;0,297222222;0,133333333;0,052777778;0,019444444;0,008333333;32,5;;S;0;0;0,005555556;0,038888889;0,144444444;0,258333333;0,480555556;0,855555556;1,216666667;1,583333333;1,944444444;2,166666667;2,166666667;1,986111111;1,613888889;1,263888889;0,852777778;0,491666667;0,269444444;0,108333333;0,038888889;0,005555556;0;0;17,49166667
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
160;;Коткино;;;;;;;;;;Архангельская Обл.;;;;;;;;;;66,9;;51;;;160;;Коткино;;;;;;;;;;Архангельская Обл.;;;;;;;;;;66,9;;51;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0;0;0;0,005555556;0,022222222;0,022222222;0,005555556;0;0;0;0;0;0;0;0;0;0;0,055555556;;I;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
II;0;0;0;0;0;0;0;0;0,013888889;0,05;0,077777778;0,1;0,105555556;0,086111111;0,055555556;0,013888889;0;0;0;0;0;0;0;0;0,502777778;;II;0;0;0;0;0;0;0;0;0,008333333;0,013888889;0,022222222;0,027777778;0,027777778;0,022222222;0,013888889;0,008333333;0;0;0;0;0;0;0;0;0,144444444
III;0;0;0;0;0;0;0,016666667;0,077777778;0,141666667;0,2;0,241666667;0,269444444;0,277777778;0,25;0,2;0,138888889;0,072222222;0,013888889;0;0;0;0;0;0;1,9;;III;0;0;0;0;0;0;0,002777778;0,022222222;0,041666667;0,072222222;0,086111111;0,1;0,105555556;0,091666667;0,063888889;0,041666667;0,022222222;0,005555556;0;0;0;0;0;0;0,655555556
IV;0;0;0;0;0,011111111;0,055555556;0,119444444;0,205555556;0,291666667;0,377777778;0,425;0,455555556;0,461111111;0,433333333;0,377777778;0,297222222;0,213888889;0,127777778;0,055555556;0,011111111;0;0;0;0;3,919444444;;IV;0;0;0;0;0,002777778;0,013888889;0,036111111;0,072222222;0,113888889;0,155555556;0,183333333;0,205555556;0,208333333;0,2;0,163888889;0,127777778;0,086111111;0,041666667;0,013888889;0;0;0;0;0;1,625
V;0;0;0,008333333;0,036111111;0,077777778;0,125;0,177777778;0,25;0,319444444;0,383333333;0,433333333;0,461111111;0,461111111;0,438888889;0,397222222;0,333333333;0,263888889;0,191666667;0,119444444;0,072222222;0,036111111;0,005555556;0;0;4,591666667;;V;0;0;0;0,008333333;0,013888889;0,027777778;0,05;0,077777778;0,105555556;0,141666667;0,163888889;0,183333333;0,183333333;0,177777778;0,155555556;0,127777778;0,1;0,063888889;0,036111111;0,013888889;0,008333333;0;0;0;1,638888889
VI;0,005555556;0,027777778;0,05;0,077777778;0,113888889;0,155555556;0,2;0,263888889;0,327777778;0,391666667;0,425;0,438888889;0,447222222;0,425;0,391666667;0,341666667;0,283333333;0,219444444;0,155555556;0,113888889;0,077777778;0,05;0,027777778;0,008333333;5,019444444;;VI;0;0;0,008333333;0,013888889;0,027777778;0,055555556;0,077777778;0,113888889;0,15;0,186111111;0,213888889;0,227777778;0,227777778;0,213888889;0,191666667;0,169444444;0,136111111;0,1;0,063888889;0,041666667;0,027777778;0,013888889;0,008333333;0;2,269444444
VII;0,008333333;0,027777778;0,05;0,086111111;0,113888889;0,155555556;0,2;0,25;0,313888889;0,377777778;0,405555556;0,425;0,433333333;0,411111111;0,377777778;0,333333333;0,269444444;0,205555556;0,141666667;0,1;0,063888889;0,041666667;0,022222222;0,008333333;4,822222222;;VII;0;0,002777778;0,013888889;0,027777778;0,041666667;0,072222222;0,091666667;0,119444444;0,155555556;0,191666667;0,213888889;0,227777778;0,227777778;0,213888889;0,2;0,169444444;0,136111111;0,1;0,072222222;0,05;0,027777778;0,013888889;0,008333333;0;2,377777778
VIII;0;0;0;0,005555556;0,036111111;0,072222222;0,113888889;0,155555556;0,205555556;0,241666667;0,277777778;0,291666667;0,297222222;0,283333333;0,263888889;0,219444444;0,163888889;0,113888889;0,063888889;0,027777778;0,005555556;0;0;0;2,838888889;;VIII;0;0;0;0;0,002777778;0,013888889;0,027777778;0,05;0,072222222;0,091666667;0,113888889;0,119444444;0,127777778;0,119444444;0,105555556;0,083333333;0,063888889;0,036111111;0,022222222;0,008333333;0;0;0;0;1,058333333
IX;0;0;0;0;0;0,005555556;0,027777778;0,063888889;0,1;0,141666667;0,169444444;0,183333333;0,183333333;0,169444444;0,141666667;0,105555556;0,072222222;0,036111111;0,008333333;0;0;0;0;0;1,408333333;;IX;0;0;0;0;0;0;0,005555556;0,013888889;0,027777778;0,041666667;0,05;0,055555556;0,063888889;0,055555556;0,041666667;0,027777778;0,013888889;0,008333333;0;0;0;0;0;0;0,405555556
X;0;0;0;0;0;0;0;0,013888889;0,036111111;0,063888889;0,086111111;0,1;0,1;0,086111111;0,055555556;0,036111111;0,011111111;0;0;0;0;0;0;0;0,588888889;;X;0;0;0;0;0;0;0;0;0,008333333;0,013888889;0,022222222;0,027777778;0,027777778;0,022222222;0,013888889;0;0;0;0;0;0;0;0;0;0,136111111
XI;0;0;0;0;0;0;0;0;0;0,016666667;0,041666667;0,055555556;0,055555556;0,052777778;0,016666667;0;0;0;0;0;0;0;0;0;0,238888889;;XI;0;0;0;0;0;0;0;0;0;0;0;0,002777778;0,002777778;0,002777778;0;0;0;0;0;0;0;0;0;0;0,008333333
XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S;0,013888889;0,055555556;0,108333333;0,205555556;0,352777778;0,569444444;0,855555556;1,280555556;1,75;2,244444444;2,588888889;2,802777778;2,844444444;2,641666667;2,277777778;1,819444444;1,35;0,908333333;0,544444444;0,325;0,183333333;0,097222222;0,05;0,016666667;25,88611111;;S;0;0,002777778;0,022222222;0,05;0,088888889;0,183333333;0,291666667;0,469444444;0,683333333;0,908333333;1,069444444;1,177777778;1,202777778;1,119444444;0,95;0,755555556;0,558333333;0,355555556;0,208333333;0,113888889;0,063888889;0,027777778;0,016666667;0;10,31944444
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
161;;Елецкая;;;;;;;;;;Респ. Коми;;;;;;;;;;67,3;;64,3;;;161;;Елецкая;;;;;;;;;;Респ. Коми;;;;;;;;;;67,3;;64,3;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0;0;0;0,005555556;0,022222222;0,022222222;0,005555556;0;0;0;0;0;0;0;0;0;0;0,055555556;;I;0;0;0;0;0;0;0;0;0;0;0,002777778;0,002777778;0,002777778;0,002777778;0;0;0;0;0;0;0;0;0;0;0,011111111
II;0;0;0;0;0;0;0;0;0,022222222;0,055555556;0,086111111;0,113888889;0,113888889;0,1;0,063888889;0,022222222;0;0;0;0;0;0;0;0;0,577777778;;II;0;0;0;0;0;0;0;0;0,002777778;0,013888889;0,022222222;0,027777778;0,027777778;0,022222222;0,013888889;0,002777778;0;0;0;0;0;0;0;0;0,133333333
III;0;0;0;0;0;0;0,022222222;0,086111111;0,155555556;0,213888889;0,269444444;0,305555556;0,305555556;0,269444444;0,205555556;0,15;0,077777778;0,016666667;0;0;0;0;0;0;2,077777778;;III;0;0;0;0;0;0;0,008333333;0,022222222;0,041666667;0,063888889;0,086111111;0,105555556;0,105555556;0,091666667;0,072222222;0,041666667;0,022222222;0,005555556;0;0;0;0;0;0;0,666666667
IV;0;0;0;0;0,011111111;0,063888889;0,136111111;0,219444444;0,311111111;0,397222222;0,455555556;0,488888889;0,497222222;0,461111111;0,411111111;0,327777778;0,233333333;0,141666667;0,055555556;0,011111111;0;0;0;0;4,222222222;;IV;0;0;0;0;0,002777778;0,013888889;0,036111111;0,072222222;0,113888889;0,15;0,177777778;0,2;0,205555556;0,191666667;0,169444444;0,136111111;0,086111111;0,05;0,013888889;0,002777778;0;0;0;0;1,622222222
V;0;0;0,008333333;0,041666667;0,091666667;0,141666667;0,213888889;0,291666667;0,361111111;0,425;0,483333333;0,511111111;0,519444444;0,488888889;0,438888889;0,375;0,291666667;0,213888889;0,136111111;0,086111111;0,041666667;0,005555556;0;0;5,166666667;;V;0;0;0,005555556;0,008333333;0,022222222;0,041666667;0,063888889;0,091666667;0,119444444;0,15;0,169444444;0,191666667;0,191666667;0,183333333;0,163888889;0,136111111;0,105555556;0,072222222;0,041666667;0,022222222;0,008333333;0;0;0;1,788888889
VI;0,008333333;0,022222222;0,041666667;0,069444444;0,113888889;0,155555556;0,213888889;0,283333333;0,341666667;0,391666667;0,433333333;0,461111111;0,461111111;0,438888889;0,391666667;0,341666667;0,283333333;0,219444444;0,155555556;0,113888889;0,072222222;0,041666667;0,027777778;0,008333333;5,091666667;;VI;0;0,008333333;0,013888889;0,027777778;0,041666667;0,072222222;0,091666667;0,119444444;0,15;0,183333333;0,205555556;0,219444444;0,219444444;0,213888889;0,191666667;0,163888889;0,127777778;0,1;0,063888889;0,041666667;0,022222222;0,013888889;0,008333333;0,002777778;2,302777778
VII;0,008333333;0,027777778;0,05;0,086111111;0,119444444;0,163888889;0,213888889;0,269444444;0,341666667;0,405555556;0,438888889;0,455555556;0,455555556;0,438888889;0,405555556;0,355555556;0,283333333;0,213888889;0,155555556;0,119444444;0,086111111;0,05;0,027777778;0,008333333;5,180555556;;VII;0,002777778;0,013888889;0,022222222;0,036111111;0,055555556;0,077777778;0,105555556;0,141666667;0,183333333;0,227777778;0,247222222;0,263888889;0,263888889;0,255555556;0,233333333;0,2;0,163888889;0,119444444;0,077777778;0,05;0,027777778;0,013888889;0,008333333;0;2,791666667
VIII;0;0;0;0;0,027777778;0,072222222;0,113888889;0,177777778;0,233333333;0,283333333;0,327777778;0,347222222;0,347222222;0,327777778;0,297222222;0,241666667;0,186111111;0,127777778;0,072222222;0,027777778;0,002777778;0;0;0;3,213888889;;VIII;0;0;0;0;0,008333333;0,022222222;0,041666667;0,063888889;0,091666667;0,119444444;0,141666667;0,155555556;0,155555556;0,15;0,127777778;0,105555556;0,077777778;0,05;0,027777778;0,013888889;0;0;0;0;1,352777778
IX;0;0;0;0;0;0,005555556;0,036111111;0,072222222;0,113888889;0,147222222;0,177777778;0,191666667;0,186111111;0,169444444;0,141666667;0,105555556;0,072222222;0,036111111;0,008333333;0;0;0;0;0;1,463888889;;IX;0;0;0;0;0;0;0,008333333;0,013888889;0,027777778;0,041666667;0,05;0,055555556;0,055555556;0,055555556;0,041666667;0,036111111;0,022222222;0,008333333;0;0;0;0;0;0;0,416666667
X;0;0;0;0;0;0;0;0,011111111;0,05;0,077777778;0,1;0,113888889;0,122222222;0,1;0,072222222;0,041666667;0,008333333;0;0;0;0;0;0;0;0,697222222;;X;0;0;0;0;0;0;0;0;0,008333333;0,022222222;0,027777778;0,027777778;0,027777778;0,027777778;0,013888889;0,008333333;0;0;0;0;0;0;0;0;0,163888889
XI;0;0;0;0;0;0;0;0;0;0,005555556;0,022222222;0,027777778;0,036111111;0,027777778;0,008333333;0;0;0;0;0;0;0;0;0;0,127777778;;XI;0;0;0;0;0;0;0;0;0;0;0,008333333;0,008333333;0,008333333;0,008333333;0;0;0;0;0;0;0;0;0;0;0,033333333
XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S;0,016666667;0,05;0,1;0,197222222;0,363888889;0,602777778;0,95;1,411111111;1,930555556;2,402777778;2,8;3,038888889;3,066666667;2,827777778;2,436111111;1,961111111;1,436111111;0,969444444;0,583333333;0,358333333;0,202777778;0,097222222;0,055555556;0,016666667;27,875;;S;0,002777778;0,022222222;0,041666667;0,072222222;0,130555556;0,227777778;0,355555556;0,525;0,738888889;0,972222222;1,138888889;1,258333333;1,263888889;1,202777778;1,027777778;0,830555556;0,605555556;0,405555556;0,225;0,130555556;0,058333333;0,027777778;0,016666667;0,002777778;11,28333333
