ID;Производитель;Модель;Мощность, кВт;Диаметр,м;Регулир.;Мультипликатор;Оффшорисполн.;Макс.скорость, м/с;Производство;Высота башни, м;Мин.скорость, м/с;Ном.скорость, м/с;Макс.скорость, м/с;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;Число лопастей;Угол лопасти;Высота втулки, м;Вращ. ВК, об/мин;перед. Число;Тип ген-ра;Напряж.ген., кВ;Вращ.рот, об/мин;Лопасть;Ротор;Гондола;Башня;Общий;Страна;Шум, дБ(А);Систмы регулирования;Тормозная система;;;Сайт;;;;;;;;Видео
107;Ecotecnia;122;2700;122;Pitch;ND;No;25;Available;89;3;;25/34;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;6,97-12,25;;;1;;;;;;;Франция;ND;independent pitch ;;;;http://www.alstom.com/power/renewables/wind/turbines/eco100/;;;;;;;;
108;Ecotecnia;150;6000;150;Pitch;ND;Yes;25;Available;100;3;;25;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;4-11,5;;прям. прив.пост.магнит;;;;;;;;Франция;ND;independent pitch ;;;;http://www.alstom.com/power/renewables/wind/offshore-wind-turbines/;;;;;;;;
109;Ecotecnia;20;150;20;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;Ecotecnia;28;225;28;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;Ecotecnia;44;600;44;Stall;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;Ecotecnia;48;750;48;Stall;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;Ecotecnia;62;1300;62;Stall;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;Ecotecnia;74;1670;74;Pitch;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;Ecotecnia;80 1.6;1670;80;Pitch;Yes;No;25;Available;80;3;;25/34;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;10-17,21;;;0,69;;;;;;;Франция;;independent pitch ;;;;http://www.alstom.com/power/renewables/wind/turbines/eco80/;;;;;;;;
116;Ecotecnia;80 2.0;2000;80;Pitch;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;Ecotecnia;86;1670;85,5;Pitch;ND;No;25;Available;80;3;;25/34;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;9,9-17,9;;;0,69;;;;;;;Франция;;;;;;http://www.alstom.com/power/renewables/wind/turbines/eco80/;;;;;;;;
118;Elecon Engineering;T600-48DS;600;48;Stall;Yes;No;25;Available;50/55/60;3;12,5;25;0;0;0;23;51;95;164;246;351;450;530;578;602;608;612;616;626;629;630;630;630;630;630;630;630;0;0;0;0;0;3;;;15/23;1:65;двухскоростной. Инд.;0,69;1000/1500;35;;;58/65/68;93/100/107;Индия;;;дисковая;;;http://www.elecon.com/aed/index.php;;;;;;;;
119;Elsewedy;TWT 1.65/70;1650;70;Pitch;No;No;25;Available;71;3;14,5;25/30/70;0;0;8;39;101;199;337;517;741;992;1237;1435;1561;1621;1644;1649;1650;1650;1650;1650;1650;1650;1650;1650;1650;0;0;0;0;0;;;;6/17;;;0,69;;;;;;;Египет;;;;;;http://www.elsewedyelectric.com/FE/Common/ProductCategoryDetails.aspx?/52/2/1.65%20MWWind%20Turbines/;;;;;;;;
120;Elsewedy;TWT 1.65/77;1650;77;Pitch;No;No;25;Available;71;3;14,5;25/30/59,5;0;0;12;51;127;245;409;623;881;1141;1360;1513;1597;1635;1646;1649;1650;1650;1650;1650;1650;1650;1650;1650;1650;0;0;0;0;0;;;;6/20;;;0,69;;;;;;;Египет;;;;;;http://www.elsewedyelectric.com/FE/Common/ProductCategoryDetails.aspx?/52/2/1.65%20MWWind%20Turbines/;;;;;;;;
121;Elsewedy;TWT 1.65/82;1650;82;Pitch;No;No;25;Available;71;3;14,5;25/32/52,5;0;0;0;63;153;292;483;716;978;1228;1432;1559;1617;1641;1649;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;0;0;0;0;0;;;;6/18;;;0,69;;;;;;;Египет;;;;;;http://www.elsewedyelectric.com/FE/Common/ProductCategoryDetails.aspx?/52/2/1.65%20MWWind%20Turbines/;;;;;;;;
122;Enercon;E101/3000;3000;101;Pitch;No;No;34;Available;99/135;2;14,5;25/28-34;0;3;37;118;258;479;790;1200;1710;2340;2867;3034;3050;3050;3050;3050;3050;3050;3050;3050;3050;3050;3050;3050;3050;0;0;0;0;0;;;;4-14,5;;Сг,кольцевой;;;;;;;;Германия;;;;;;http://www.enercon.de/en-en/65.htm;;;;;;;;
123;Enercon;E112/4500;4500;114;ND;No;Yes;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;Enercon;E112/6000;6000;114;Pitch;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;Enercon;E12/30;30;12;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;Enercon;E126/6000;6000;127;Pitch;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;Enercon;E126/7000;7000;127;Pitch;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;Enercon;E126/7500;7500;127;Pitch;No;No;25;Available;135;3;16;25/28-34;0;0;55;175;410;760;1250;1900;2700;3750;4850;5750;6500;7000;7350;7500;7580;7580;7580;7580;7580;7580;7580;7580;7580;0;0;0;0;0;;;; 5-11.7;;Сг,кольцевой;0,4;;;;;;;Германия;;;;;;http://www.enercon.de/en-en/66.htm;;;;;;;;
129;Enercon;E15/55;55;15;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;Enercon;E16/55;55;16;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;Enercon;E17/80;80;17;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;Enercon;E18/80;80;18;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;Enercon;E30/300;300;30;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;Enercon;E32/300;300;32;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;Enercon;E33/330;330;33,4;Pitch;No;No;34;No more avail.;37/44/49/50;3;13;25/28-345;0;0;5;13,7;30;55;92;138;196;250;292,8;320;335;335;335;335;335;335;335;335;335;335;335;335;335;0;0;0;0;0;3;var;;18-45;;Сг,кольцевой;;;;;;;;Германия;;актив. Рег. В завис от демпферн.нагр.;;;;http://www.enercon.de/en-en/57.htm;;;;;;;;
136;Enercon;E40/500;500;40;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;Enercon;E40/600;600;40;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;Enercon;E44/600;600;44;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;Enercon;E44/900;900;44;Pitch;No;No;34;Available;45/55/65;3;13;25/28-34;0;0;4;20;50;96;156;238;340;466;600;710;790;850;880;905;910;910;910;910;910;910;910;910;910;0;0;0;0;0;3;var;;12-34;;Сг,кольцевой;;;;;;;;Германия;;актив. Рег. В завис от демпферн.нагр.;;;;http://www.enercon.de/en-en/60.htm;;;;;;;;
140;Enercon;E48/600;600;48;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;Enercon;E48/800;800;48;Pitch;No;No;34;Available;50/60/75/76;3;13;25/28-34;0;0;5;25;60;110;180;275;400;555;671;750;790;810;810;810;810;810;810;810;810;810;810;810;810;0;0;0;0;0;3;var;;16-31;;Сг,кольцевой;;;;;;;;Германия;;актив. Рег. В завис от демпферн.нагр.;;;;http://www.enercon.de/en-en/492.htm;;;;;;;;
142;Enercon;E53/800;800;52,9;Pitch;No;No;34;Available;60/73/75;2;13;25/28-34;0;2;14;38;77;141;228;336;480;645;744;780;810;810;810;810;810;810;810;810;810;810;810;810;810;0;0;0;0;0;3;var;;12-28,3;;Сг,кольцевой;;;;;;;;Германия;;актив. Рег. В завис от демпферн.нагр.;;;;http://www.enercon.de/en-en/59.htm;;;;;;;;
143;Enercon;E58/1000;1000;58;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;Enercon;E66/1500;1500;66;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;Enercon;E66/1800;1800;66;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;Enercon;E66/2000;2000;66;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;Enercon;E70/2000;2000;70;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;Enercon;E70/2300;2300;71;Pitch;No;No;34;Available;57/64/85/98/113;2;15;25/28-34;0;2;18;56;127;240;400;626;892;1223;1590;1900;2080;2230;2300;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;0;0;0;0;0;3;var;;6-21,5;;Сг,кольцевой;;;;;;;;Германия;;;;;;http://www.enercon.de/en-en/61.htm;;;;;;;;
149;Enercon;E70/E4;2000;70;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;Enercon;E82/1800;1800;82;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;Enercon;E82/2000;2000;82;Pitch;No;No;34;Available;78/85/98/108/138;2;13;25/28-34;0;3;25;82;174;321;532;815;1180;1580;1810;1980;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;0;0;0;0;0;3;var;;6-18;;Сг,кольцевой;;;;;;;;Германия;;;;;;http://www.enercon.de/en-en/62.htm;;;;;;;;
152;Enercon;E82/2300;2300;82;Pitch;No;No;ND;Available;78/85/98/108/138;2;13;25/28-34;0;3;25;82;174;321;532;815;1180;1580;1890;1980;2100;2250;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;0;0;0;0;0;3;var;;6-18;;Сг,кольцевой;;;;;;;;Германия;;;;;;http://www.enercon.de/en-en/63.htm;;;;;;;;
153;Enercon;E82/3000;3000;82;Pitch;No;No;34;Available;78/85/98/108/138;2;13;25/28-34;0;3;25;82;174;321;532;815;1180;1580;1900;2200;2480;2700;2850;2950;3020;3020;3020;3020;3020;3020;3020;3020;3020;0;0;0;0;0;3;var;;6-18;;Сг,кольцевой;;;;;;;;Германия;;;;;;http://www.enercon.de/en-en/64.htm;;;;;;;;
154;Enron;1.5sl;1500;70;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;Enron;1.5sle;1500;77;ND;ND;No;ND;Available;65/80;2;13;25;0;3;24;46;119;264;414;673;932;1157;1325;1429;1488;1496;1498;1501;1504;1504;1504;1504;1504;1504;1504;1504;1504;0;0;0;0;0;3;var;;;;;;;;;;;;США;;;;;;http://www.ge-energy.com/products_and_services/products/wind_turbines/ge_1.5_77_wind_turbine.jsp;;;;;;;;
156;Enron;1.6s;1500;82,5;ND;ND;No;25;Available;65/80/100;2;11;25;0;2;14;70;177;334;544;822;1126;1393;1568;1591;1597;1597;1597;1597;1597;1597;1597;1597;1597;1597;1597;1597;1597;0;0;0;0;0;3;var;;;;;;;;;;;;США;;;;;;http://www.ge-energy.com/products_and_services/products/wind_turbines/ge_1.6_82.5_wind_turbine.jsp;;;;;;;;
157;Enron;1.6-100;1500;100;Pitch;ND;No;ND;Available for 2012 delivery;80/96/100;2;10;25;0;3;25;100;200;360;600;750;1300;1500;1550;1550;1550;1550;1550;1550;1550;1550;1550;1550;1550;1550;1550;1550;1550;0;0;0;0;0;3;var;;;;;;;;;;;;США;;;;;;http://www.ge-energy.com/products_and_services/products/wind_turbines/ge_1.6_100_wind_turbine.jsp;;;;;;;;
158;Enron;900s;1000;54;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Envision;E70;1500;70,6;Pitch;ND;No;25;Available;65;4;11,6;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,5-19,8;;;;;;;;;;Китай;;;;;;http://www.envisioncn.com/en/turbine.html;;;;;;;;
160;Envision;E77;1500;77,5;Pitch;ND;No;25;Available;65/80;3,5;11,5;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,4-19,8;;;;;;;;;;Китай;;;;;;http://www.envisioncn.com/en/turbine.html;;;;;;;;
161;Envision;E82;1500;82,5;Pitch;ND;No;25;Available;65/80;3;10,5;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,4-19,8;;;;;;;;;;Китай;;;;;;http://www.envisioncn.com/en/turbine.html;;;;;;;;
162;Envision;E87;1500;87;Pitch;ND;No;25;Available;70;3;10;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,5-19,8;;;;;;;;;;Китай;;;;;;http://www.envisioncn.com/en/turbine.html;;;;;;;;
163;Euroturbine;ET 500/36;500;37;Stall;Yes;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;Euroturbine;ET 550/41;550;41;Stall;Yes;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;Eviag;ev100;2500;100;Pitch;Yes;No;25;Available;85/100;3,5;11,5;25/52,5;0;0;0;68;222;428;731;1132;1655;2158;2450;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;3;var;;9,4-16,5;1:79,2/1:95,8;Аг с двойным питанием;0,69;;;55т;;200т;351,5т;Германия;105,1;;гидравлические дисковые тормоза;;;http://www.eviag.com/eviag_plants/ev100;;;;;;;;
166;Eviag;ev2.93;2050;93,2;Pitch;Yes;No;25;Available;85/100/140;3,5;12;25;0;0;0;52;170;361;605;930;1330;1751;1991;2037;2046;2049;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;2050;0;0;0;0;0;;;;8,5-17,7;1:76,7/1:92,0;Аг с двойным питанием;0,69;;;;;;;Германия;104,5;;гидравлические дисковые тормоза;;;http://www.eviag.com/eviag_plants/ev2.93;;;;;;;;http://www.eviag.com/eviag_plants/ev2.93
167;Eviag;ev90;2500;90;Pitch;Yes;No;25;Available;85/100;4;13;25/59,5;0;0;0;40;152;313;556;876;1236;1667;2104;2410;2496;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;3;var;;10,4-18,1;1:72,5/1:86,7;Аг с двойным питанием;0,69;;;52т;;200т;348,5т;Германия;104,6;;гидравлические дисковые тормоза;;;http://www.eviag.com/eviag_plants/ev90;;;;;;;;
168;EWT;Directwind 500/52;500;52;Pitch;No;No;25;Available;35/40/50/75;2,5;10;25/59,5;0;0;13;41;84;146;232;349;443;488;500;500;500;500;500;500;500;500;500;500;500;500;500;500;500;0;0;0;0;0;3;var;;12-28;;Сг, МП с фазным ротором;;;;;;;;Нидерланды;;система регулирования скорости;;;;http://www.ewtinternational.com/?id=53;;;;;;;;
169;EWT;Directwind 500/54;500;54;Pitch;No;No;25;Available;35/40/50/75;2,5;11;25/59,6;0;0;13;41;84;146;232;349;443;488;498;500;500;500;500;500;500;500;500;500;500;500;500;500;500;0;0;0;0;0;3;var;;12-28;;Сг, МП с фазным ротором;;;;;;;;Нидерланды;;система регулирования скорости;;;;http://www.ewtinternational.com/?id=53;;;;;;;;
170;EWT;Directwind 52/750;750;51,5;Pitch;No;No;25;Available;35/40/50/75;2,5;13;25/59,6;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;12-28;;Сг, МП с фазным ротором;;;;;;;;Нидерланды;;;;;;http://www.ewtinternational.com/?id=23;;;;;;;;
171;EWT;Directwind 52/900;900;51,5;Pitch;No;No;25;Available;35/40/50/75;2,5;13;25/59,6;0;0;11;36;75;133;220;329;466;590;730;822;876;898;900;900;900;900;900;900;900;900;900;900;900;0;0;0;0;0;3;var;;12-28;;Сг, МП с фазным ротором;;;;;;;;Нидерланды;;система регулирования скорости;;;;http://www.ewtinternational.com/?id=60;;;;;;;;
172;EWT;Directwind 54/750;750;54;Pitch;No;No;25;Available;35/40/50/75;2,5;13;25/59,6;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;12-28;;Сг, МП с фазным ротором;;;;;;;;Нидерланды;;;;;;http://www.ewtinternational.com/?id=23;;;;;;;;
173;EWT;Directwind 54/900;900;54;Pitch;No;No;25;Available;35/40/50/75;2,5;13;25/59,4;0;0;11;36;75;133;220;329;466;590;730;822;876;898;900;900;900;900;900;900;900;900;900;900;900;0;0;0;0;0;3;var;;12-28;;Сг, МП с фазным ротором;;;;;;;;Нидерланды;;система регулирования скорости;;;;http://www.ewtinternational.com/?id=60;;;;;;;;
174;EWT;DW 90/2000;2000;90;Pitch;No;No;26;Available;85;3,5;11,5;25/59,5;0;0;0;94,18873832;218,5061537;378,6074575;619,8366909;896,2536898;1241,151125;1573,304374;1889,180411;1990,390497;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;3;var;;12-28;;Сг, пост.магн. с внешним ротором;;;;;;;;Нидерланды;;;;;;;;;;;;;;
175;EWT;DW 96/2000;2000;96;Pitch;No;No;27;Available;86;3,5;11,5;25/59,6;0;0;0;94,18873832;218,5061537;378,6074575;619,8366909;896,2536898;1241,151125;1573,304374;1889,180411;1990,390497;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;0;0;0;0;0;3;var;;12-28;;Сг, пост.магн. с внешним ротором;;;;;;;;Нидерланды;;;;;;;;;;;;;;
176;Fuhrlander;FL 100/21;100;21;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;;;;;;;;;;;;;;
177;Fuhrlander;FL 1000/54;1000;54;Stall;Yes;No;20;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;;;;;;;;;;;;;;
178;Fuhrlander;FL 1250/62;1250;62;Stall;ND;No;ND;Available;50/85;4;14;25/70;0;0;0;0;41;136;257;409;565;731;886;1023;1136;1213;1262;1283;1292;1292;1281;1261;1236;1222;1211;1207;1207;0;0;0;0;0;3;var;;18,9;1:80,6;Аг, трехфазный;0,69;1500/1800;;22 кг;48 кг;75-115 кг;;Германия;;электрическая шаговая система/микропроцессоры;аэродинамическая и дисковая;;;http://www.fuhrlaender.de/technik/fl-1250.html;;;;;;;;
179;Fuhrlander;FL 1500/70;1500;70;Pitch;Yes;No;25;Available;65/80/100;3;12;25/59,5;0;0;0;2;8;26;91;207;400;693;1059;1393;1493;1501;1501;1501;1501;1501;1501;1501;1501;1501;1501;1501;1501;0;0;0;0;0;3;var;;11-22;1:90,038;Аг с двойным питанием;0,69;1000-1800;;32,5кг;51кг;93-260 кг;;Германия;;электрическая шаговая система/микропроцессоры;аэродинамическая и дисковая;;;http://www.fuhrlaender.de/ru/technik/fl-1500/fl-1500-tekhnicheskie-dannye.html;;;;;;;;
180;Fuhrlander;FL 1500/77;1500;77;Pitch;ND;No;ND;Available;65/80/100;3;11;20/52,5;0;0;0;16;23;33;91;236;418;759;1085;1453;1479;1479;1478;1478;1478;1478;1478;1478;0;0;0;0;0;0;0;0;0;0;3;var;;9,7-19;1:104,125;Аг с двойным питанием;0,69;1000-1800;;34кг;51кг;93-260 кг;;Германия;;электрическая шаговая система/микропроцессоры;аэродинамическая и дисковая;;;http://www.fuhrlaender.de/ru/technik/fl-1500/fl-1500-tekhnicheskie-dannye.html;;;;;;;;
181;Fuhrlander;FL 250/30;250;29,5;Stall;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;;;;;;;;;;;;;;
182;Fuhrlander;FL 2500/100;2500;100;Pitch;Yes;No;25;Available;;3,5;13;25;0;0;0;70;230;448;766;1149;1629;2121;2431;2501;2517;2518;2518;2518;2518;2518;2518;2518;2518;2518;2518;2518;2518;0;0;0;0;0;3;var;;9,4-17,1;1:79,6;Аг,двойного питания с фазным ротором;0,69;900-1570;;50/52 кг;;170-350 кг;;Германия;;электрическая шаговая система/микропроцессоры;аэродинамическая и дисковая;;;http://www.fuhrlaender.de/ru/technik/fl-2500/fl-2500-tecnische-daten.html;;;;;;;;
183;Fuhrlander;FL 2500/104;2500;104;ND;ND;No;ND;Available;;4;13;25;0;0;0;0;230;464;766;1149;1629;2115;2448;2525;2530;2530;2530;2530;2530;2530;2530;2530;2530;2530;2530;2530;2530;0;0;0;0;0;3;var;;;;Аг,двойного питания с фазным ротором;0,69;;;50/52 кг;;170-350 кг;;Германия;;электрическая шаговая система/микропроцессоры;аэродинамическая и дисковая;;;http://www.fuhrlaender.de/ru/technik/fl-2500/fl-2500-tecnische-daten.html;;;;;;;;
184;Fuhrlander;FL 2500/80;2500;80;Pitch;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;;;;;;;;;;;;;;
185;Fuhrlander;FL 2500/90;2500;90;Pitch;Yes;No;25;Available;;4;13;25;0;0;0;0;161;326;545;852;1237;1683;2111;2394;2488;2494;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;0;0;0;0;0;3;var;;10,4-18,1;1:72,3;Аг,двойного питания с фазным ротором;0,69;750-1310;;50/52 кг;;170-350 кг;;Германия;;электрическая шаговая система/микропроцессоры;;;;http://www.fuhrlaender.de/ru/technik/fl-2500/fl-2500-tecnische-daten.html;;;;;;;;
186;Fuhrlander;FL 30/13;30;13;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;;;;;;;;;;;;;;
187;Fuhrlander;FL 3000/120;3000;120;Pitch;Yes;No;25;Available;90/140;3;12;25/59,5;0;0;0;173;371;668;1069;1607;2239;2733;2954;2997;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;0;0;0;0;0;;;;6-16;1:35,52;Сг с пост. Магн.;0,72;42,6-113,7Гц;;;;;;Германия;106,9;электрическая шаговая система/микропроцессоры;;;;http://www.fuhrlaender.de/ru/technik/fl-3000.html;;;;;;;;
188;Fuhrlander;FL 600/50;600;50;Pitch;Yes;No;20;Available;75;3,5;11;20/49,4;0;0;30;125;229;317;415;515;580;598;599;600;600;600;600;600;600;600;600;600;0;0;0;0;0;0;0;0;0;0;3;var;;13-26;1:75;Аг/многоскоростной;0,4;1000 / 1500;;11,7кг;23кг;85/109,6кг;;Германия;;электрическая шаговая система/микропроцессоры;аэродинамическая и дисковая;;;http://www.fuhrlaender.de/ru/technik/fl-600/fl-600-tekhnicheskie-dannye.html;;;;;;;;
189;Fuhrlander;FL 850/56;850;56;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Германия;;;;;;;;;;;;;;
190;Fuhrlander;FL MD/70;1500;70;Pitch;ND;No;ND;Available;65/85/114,5;3;11,6;25;0;0;0;47;150;275;447;682;916;1147;1340;1455;1505;1522;1524;1524;1524;1524;1524;1524;1524;1524;1524;1524;1524;0;0;0;0;0;3;var;;10-21;1:94,7;Аг с двойным пит.;0,69;1000-1800;;31 кг;56 кг;93-260 кг;;Германия;;электрическая шаговая система/микропроцессоры;аэродинамическая и дисковая;;;http://www.fuhrlaender.de/ru/technik/fl-md-7077/md-7077-tekhnicheskie-dannye.html;;;;;;;;
191;Fuhrlander;FL MD/77;1500;77;Pitch;Yes;No;20;Available;61,5/85/100/114,5;3;13;20;0;0;0;28;81;184;339;540;744;1010;1268;1417;1493;1509;1509;1509;1509;1509;1509;1509;0;0;0;0;0;0;0;0;0;0;3;var;;10-19;1:104;Аг с двойным пит.;0,69;1000-1801;;33,4 кг;56 кг;93-260 кг;;Германия;;электрическая шаговая система/микропроцессоры;аэродинамическая и дисковая;;;http://www.fuhrlaender.de/ru/technik/fl-md-7077/md-7077-tekhnicheskie-dannye.html;;;;;;;;
192;Gamesa;G11X/5000;5000;128;ND;Yes;Yes;ND;Available;80-94;;;;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;;1:41,405;Сг, пост.магн;0,69;448;;;;;;Испания;;;;;;http://www.gamesacorp.com/en/products-and-services/wind-turbines/catalogue/aerogeneradores-catalogo-offshore.html;;;;;;;;
193;Gamesa;G14X/7000;7000;115;ND;Yes;Yes;ND;Under dev.;;;;;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Испания;;;;;;;;;;;;;;
194;Gamesa;G128/4500;4500;128;Pitch;Yes;No;25;Available;120/140;3;12;25;ND;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;var;;;1:37,88;Сг,пост.магн;0,69;448;;83,9 т;;;;Испания;;;;;;http://www.gamesacorp.com/en/products-and-services/wind-turbines/catalogue/productos-y-servicios-aerogeneradores-catalog.html;;;;;;;;
