ID;Производитель;Модель;Мощность, кВт;Диаметр,м;Регулир.;Мультипликатор;Оффшорисполн.;Макс.скорость, м/с;Производство;Высота башни, м;Мин.скорость, м/с;Ном.скорость, м/с;Макс.скорость, м/с;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;Число лопастей;Угол лопасти;Высота втулки, м;Вращ. ВК, об/мин;перед. Число;Тип ген-ра;Напряж.ген., кВ;Вращ.рот, об/мин;Лопасть;Ротор;Гондола;Башня;Общий;Страна;Шум, дБ(А);Систмы регулирования;Тормозная система;;;Сайт;;;;;;;;Видео
288;Innovative Windpower;Falcon 1.25 MW-62;1250;62;Pitch;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;Innovative Windpower;Falcon 1.25 MW-64;1250;64;Pitch;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;Innovative Windpower;Falcon 1.25 MW-70;1250;70;Pitch;Yes;No;21;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;Inox Wind;WT 2000 DF;2000;93;Pitch;ND;No;20;Available;80;3;11,5;20/52,5;0;0;0;91;216;386;632;943;1318;1699;1913;1996;2018;2018;2018;2018;2018;2018;2018;2018;0;0;0;0;0;0;0;0;0;0;3;var;;15,9;1:114,7;инд. С двойным питанием;0,69;;;;;;;Индия;;;аэродинамическая, дисковая;;;http://www.inoxwind.com/technical-data.html;;;;;;;;
292;ITP;250 kW;250;30;Pitch;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;ITP;80 kW;80;18;Pitch;Yes;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;ITP;900 kW - 51.5;900;51,5;Pitch;No;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;ITP;900 kW - 54;900;54;Pitch;No;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;Jacobs;41/500;500;41;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;Jacobs;43/500;500;43;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;Jacobs;43/600;600;43;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;Jacobs;48/600;600;48;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;Jacobs;48/750;750;48;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;Jacobs;MD70;1500;70;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;Jacobs;MD77;1500;77;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;Jeumont;J48/750;750;48;Stall;No;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;JSW;J82;2000;83,3;Pitch;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;Kenersys;K100;2500;100;Pitch;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;Kenersys;K110;2400;110;100;No;100;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;Kenersys;K82;2000;82;Pitch;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;Kenetech;USW33;360;33;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;Kenetech;USW56;100;18;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;Lagerwey;L82;2000;82;ND;ND;No;28;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;Lagerwey;L90;2500;90;ND;ND;No;23;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;Lagerwey;LW250-27;250;27;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;Lagerwey;LW250-30;250;30;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;Lagerwey;LW50-15;50;15;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;Lagerwey;LW55-15;55;15;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;Lagerwey;LW75-15;75;15;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;Lagerwey;LW75-15;75;15,2;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;Lagerwey;LW75-20;75;20;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;Lagerwey;LW750-52;750;52;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;Lagerwey;LW80-18;80;18;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;Lagerwey;LW80-18;80;18;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;Lagerwey;LW90/2600;2600;90;ND;ND;No;28;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;Lagerwey;LW93/2500;2500;93;ND;ND;No;28;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;Leitwind;LTW101-3000;3000;101;Pitch;No;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;Leitwind;LTW106;2500;100;Pitch;No;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;Leitwind;LTW62;1200;62;Pitch;No;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;Leitwind;LTW70-1500;1500;70;Pitch;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;Leitwind;LTW70-1700;1700;70;Pitch;No;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;Leitwind;LTW70-2000;2000;70,1;Pitch;No;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Leitwind;LTW77-1000;1000;77;Pitch;No;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;Leitwind;LTW77-1500;1500;76,8;Pitch;No;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;Leitwind;LTW80-1500;1500;80,3;Pitch;No;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;Leitwind;LTW80-1800;1800;80,3;Pitch;No;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;Leitwind;LTW86-1500;1500;86;Pitch;No;No;20;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;Leitwind;LTW93;3000;92,7;Pitch;No;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;M Torres;MT TWT 100/2500;2500;100;ND;ND;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;M Torres;MT TWT 109/2500;2500;109;ND;ND;No;20;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;M Torres;MT TWT 70/1650;1650;70;Pitch;No;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;M Torres;MT TWT 77/1500;1500;77;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;M Torres;MT TWT 77/1650;1650;77;Pitch;No;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;M Torres;MT TWT 82/1650;1650;82;Pitch;No;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;M Torres;MT TWT 90/2500;2500;90;ND;ND;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;Made;AE-20;150;20;Stall;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;Made;AE-23;180;23;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;Made;AE-30;330;30;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;Made;AE-32;330;32;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;Made;AE-45;600;45;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;Made;AE-46/I;660;46;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349;Made;AE-52;800;52;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350;Made;AE-56;800;56;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351;Made;AE-59;800;59;ND;ND;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;Made;AE-61;1320;61;ND;ND;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;Made;AE-90;2000;90;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;MBB;Monopteros M20;25;12,5;Stall;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;MBB;Monopteros M30;200;33;Pitch;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;MBB;Monopteros M50;1000;51;Pitch;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;Mervento;3.6-118;3600;118;Pitch;No;Yes;ND;Under dev.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358;Mitsubishi;MHI500;500;40;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;Mitsubishi;MWT-100-2.4;2400;100;ND;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;Mitsubishi;MWT-1000-57;1000;57;Pitch;No;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;Mitsubishi;MWT-1000-61;1000;61,4;Pitch;No;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;Mitsubishi;MWT-102-2.4;2400;102;ND;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
363;Mitsubishi;MWT-275-28;275;28;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;Mitsubishi;MWT-450-39;450;39;Pitch;Yes;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
365;Mitsubishi;MWT-600-45;600;45;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
366;Mitsubishi;MWT-600-47;600;47;ND;No;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
367;Mitsubishi;MWT-92;2400;92;Pitch;ND;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;Mitsubishi;MWT-92-2.3;2300;92;ND;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
369;Mitsubishi;MWT-95;2400;95;Pitch;ND;No;ND;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;Moncada Energy Group;WPR 850/58;850;58;Pitch;Yes;No;23;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371;Multibrid;M5000;5000;116;Pitch;Yes;Yes;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;Navantia-Siemens;Bonus Mk-IV;600;44;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
373;Navantia-Siemens;Izar 55/130;1300;55;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;Navantia-Siemens;S-82;2300;82;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375;NedWind;35/500;500;35;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376;NedWind;40/500;500;40;ND;ND;Yes;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377;NedWind;44/500;500;44;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
378;NedWind;53/1000;1000;53;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;Neg Micon;M1500-500;500;40;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;Neg Micon;M1500-600;600;43;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
381;Neg Micon;M1500-750;750;44;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
382;Neg Micon;M1500-750/48;750;48;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383;Neg Micon;M1800-600/44;600;44;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384;Neg Micon;M1800-600/46;600;46;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;Neg Micon;M1800-600/48;600;48;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
386;Neg Micon;M1800-750/48;750;48;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
387;Neg Micon;M250/24;250;24;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
388;Neg Micon;M400;400;36;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
389;Neg Micon;M530;250;26;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390;Neg Micon;M530/24;250;24;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Neg Micon;M570;200;27;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
392;Neg Micon;M700-225;225;29,8;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
393;Neg Micon;M750;250;31;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;Neg Micon;M750-400/100;400;31;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
395;Neg Micon;MIC6013;60;16;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396;Neg Micon;NM43/600;600;43;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
397;Neg Micon;NM44/750;750;44;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
398;Neg Micon;NM48/750;750;48;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
399;Neg Micon;NM52/900;900;52;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400;Neg Micon;NM60/1000;1000;60;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401;Neg Micon;NM600/48;600;48;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402;Neg Micon;NM64/1500;1500;64;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;Neg Micon;NM64c/1500;1500;64;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
404;Neg Micon;NM72/1650;1650;72;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405;Neg Micon;NM72/2000;2000;72;ND;ND;Yes;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
406;Neg Micon;NM72/2100;2100;72;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
407;Neg Micon;NM72c/1500;1500;72;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
408;Neg Micon;NM80/2500;2500;80;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
409;Neg Micon;NM80/2750;2750;80;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;Neg Micon;NM80/2875;2875;80;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
411;Neg Micon;NM82/1500;1500;82;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412;Neg Micon;NM82/1650;1650;82;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
413;Neg Micon;NM8950/54;950;54;Stall;ND;No;25;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
414;Neg Micon;NM92/2750;2750;92;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
415;NEPC;225/40;225;29,8;Stall;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
416;NEPC;250/50;250;27,6;Stall;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
417;NEPC;400/100;400;31;Stall;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
418;NEPC;750/180-46;750;46;Stall;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
419;NEPC;750/180-47;750;47;Stall;Yes;No;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
420;Nordex;N100/2500;2500;100;Pitch;Yes;No;20;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421;Nordex;N117/2400;2400;117;ND;Yes;No;20;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
422;Nordex;N150/6000;6000;150;Pitch;No;Yes;25;Available;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;Nordex;N27/150;150;27;Stall;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;Nordex;N27/225;225;27;ND;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;Nordex;N27/250;250;27;Stall;ND;No;ND;No more avail.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
